Ntime,Time,Open Price,Closing Price,High price,Low Price,Volume,MACD,CCI,ATR,BOLL_MID,EMA20,MA5,MA10,MTM6,MTM12,ROC,SMI,WVAD,US dollar Index,Interbank Offered Rate
20130110,735244,10635.11,10652.64,10686.12,10619.65,2685036032,334.9950375,97.26249021,107.55,9936.401923,10146.73425,10605.278,10399.509,257.46,613.31,6.109073016,0.06689233843,33876688.62,79.75,0.13
20130111,735245,10786.14,10801.57,10830.43,10748.06,2365899264,345.8893926,117.0798937,177.79,9990.274615,10209.09956,10627.97,10485.66,406.39,861.51,8.667050299,0.06679121646,42267606.95,79.55,0.13
20130115,735249,10914.65,10879.08,10952.31,10851.66,2150539264,356.6662304,125.1038122,150.74,10045.39269,10272.90722,10683.984,10565.556,280.07,798.96,7.926096118,0.05963004225,31959703.04,79.73,0.13
20130116,735250,10806.41,10600.44,10806.41,10591.3,2260630272,338.8173571,56.45724996,287.78,10089.32577,10304.10082,10702.46,10602.564,92.38,370.08,3.617468007,0.02617438521,2929226.502,79.79,0.13
20130117,735251,10660.94,10609.64,10694.85,10432.97,2684985344,321.7059338,25.59503443,261.88,10134.60192,10333.19979,10708.674,10631.23,31.07,286.66,2.776911318,0.02021369245,-4207436.017,79.67,0.13
20130118,735252,10791.97,10913.3,10913.3,10787.12,2865534976,328.8569733,111.8344842,303.66,10190.15808,10388.44743,10760.806,10683.042,260.66,518.12,4.984233077,0.02063445521,28567926.84,80.05,0.13
20130121,735255,10941.45,10747.74,10941.45,10747.74,2073199232,317.5049162,83.94564607,193.71,10236.41115,10422.66577,10750.04,10689.005,-53.83,352.56,3.391571863,0.01383825809,16544884.5,80.04,0.13
20130122,735256,10765.1,10709.93,10859.42,10615.2,2480907776,301.9763824,40.80301816,244.22,10281.89346,10450.02427,10716.21,10700.097,-91.64,21.82,0.2041520905,0.01884886269,7845109.992,79.85,0.13
20130123,735257,10575.6,10486.99,10663.09,10486.99,1988040960,268.5844384,-71.82275587,222.94,10318.55654,10453.54481,10693.52,10697.99,-392.09,-112.02,-1.056891162,-0.008657124734,5799237.175,79.91,0.13
20130124,735258,10441.11,10620.87,10634.74,10441.11,2111537280,250.0417537,-73.35527287,193.63,10360.69308,10469.48054,10695.766,10702.22,20.43,112.81,1.07355687,-0.002982359302,11609710.42,79.97,0.13
20130125,735259,10797.3,10926.65,10926.65,10790.95,2205926144,257.0572371,106.6978069,305.78,10412.43115,10513.02049,10698.436,10729.621,317.01,348.08,3.290425833,0.01144724138,23081717.91,79.75,0.13
20130128,735262,11002.86,10824.31,11002.86,10824.31,1982764544,251.4603967,90.54968358,178.55,10454.03038,10542.66711,10713.75,10731.895,-88.99,171.67,1.611525406,-0.005034433059,21774303.23,79.79,0.13
20130129,735263,10751.01,10866.72,10937.63,10751.01,2384619008,247.5928961,64.66638601,186.62,10497.45962,10573.52929,10745.108,10730.659,118.98,65.15,0.6031530602,0.02450417421,20254282.46,79.53,0.13
20130130,735264,10913.97,11113.95,11113.95,10905.64,2028086784,261.4632828,146.2157186,247.23,10546.88538,10624.99793,10870.5,10782.01,404.02,312.38,2.891986998,0.04537630635,13603512.33,79.26,0.13
20130131,735265,11057.5,11138.66,11145.38,11007.77,2757181184,271.3219245,148.9118573,137.61,10593.64115,10673.91813,10974.058,10834.912,651.67,259.58,2.38604735,0.02023223619,42282492.34,79.24,0.13
20130201,735266,11193.72,11191.34,11237.84,11142.26,2782473728,280.1563369,156.0805713,99.18,10633.29269,10723.1964,11026.996,10862.716,570.47,590.9,5.574296916,0.03963779136,62625489.59,79.21,0.13
20130204,735269,11254.16,11260.35,11285.49,11194.74,3541120768,289.3902915,148.4123316,94.15,10680.255,10774.35389,11114.204,10913.977,333.7,650.71,6.133195848,0.04888125147,66990543.24,79.57,0.13
20130205,735270,11105.24,11046.92,11170.85,11046.92,3851508736,276.3012213,76.35644637,213.43,10722.82654,10800.31256,11150.244,10947.676,222.61,133.62,1.224377594,0.0506865262,34193375.91,79.52,0.13
20130206,735271,11236.7,11463.75,11498.42,11232.05,3534255616,296.1489159,150.9676359,451.5,10776.04308,10863.49708,11220.204,11045.352,597.03,716.01,6.6619587,0.07352567877,56869614.48,79.76,0.13
20130207,735272,11406.32,11357.07,11446.81,11295.62,4043218176,299.814102,114.4492849,168.13,10819.37808,10910.50403,11263.886,11118.972,243.12,647.14,6.042429782,0.03789885948,47555215.42,80.22,0.13
20130208,735273,11179.97,11153.16,11299.71,11135.89,3280525056,283.002677,56.18605675,221.18,10851.30808,10933.61412,11256.25,11141.623,14.5,666.17,6.352347051,0.02948491728,28313092.06,80.23,0.13
20130212,735277,11346.72,11369.12,11460.64,11343.44,3011505664,283.8338091,101.8241632,307.48,10888.76731,10975.09087,11278.004,11196.104,230.46,882.13,8.411660543,0.04418987573,51707625.63,80.04,0.13
20130213,735278,11333.72,11251.41,11365.27,11196.66,2753267712,271.8604362,58.48087062,172.46,10910.43269,11001.40698,11318.902,11234.573,112.75,764.42,7.28922217,0.01221713545,43776276.35,80.07,0.13
20130214,735279,11273.4,11307.28,11356.54,11243.49,2800582656,263.83833,61.34061282,113.05,10937.67385,11030.53774,11287.608,11253.906,168.62,820.29,7.821977517,0.01491251654,35432572.25,80.37,0.13
20130215,735280,11239.21,11173.83,11261.58,11065.06,3462138624,243.9009153,-5.681879209,242.22,10963.28038,11044.18462,11250.96,11257.423,35.17,686.84,6.549448412,-0.00156460263,16833233.57,80.46,0.13
20130218,735283,11318.22,11407.87,11445.46,11308.83,2383088384,244.1707937,93.5381078,271.63,10995.17654,11078.82133,11301.902,11279.076,216.53,787,7.40993911,0.01293142366,28037975.12,80.65,0.13
20130219,735284,11336.45,11372.34,11412.86,11336.45,1899264896,238.7653617,78.23933603,76.41,11022.85731,11106.77549,11302.546,11290.275,111.99,445.69,4.078926295,0.02861504317,44558945.49,80.47,0.13
20130220,735285,11485.65,11468.28,11510.52,11440.1,2019665408,239.4626973,124.1190473,138.18,11048.5,11141.20449,11345.92,11332.411,421.36,643.97,5.949293766,0.0003950025636,61222944.06,81.04,0.13
20130221,735286,11404.73,11309.13,11442.11,11301.77,1962745856,224.5843966,36.93972936,166.51,11065.04038,11157.19739,11346.29,11316.949,-154.62,442.41,4.071237687,-0.004221159155,53112315.76,81.37,0.13
20130222,735287,11238.75,11385.94,11390.65,11175.67,2479105024,216.4955355,6.498995714,214.98,11095.25192,11178.9824,11388.712,11319.836,28.87,271.99,2.447284719,0.02044451315,42532043.32,81.46,0.13
20130225,735290,11564.55,11662.52,11662.52,11562.1,2408904960,229.7542849,201.5265764,276.58,11135.74731,11225.0336,11439.642,11370.772,509.36,523.86,4.703079185,0.02515751313,86765371.92,81.8,0.13
20130226,735291,11449.66,11398.81,11520.24,11374.83,2679515392,216.4872164,58.346839,287.69,11154.42077,11241.58374,11444.936,11373.741,-9.06,207.47,1.853844133,0.01293117439,82999525.91,81.84,0.13
20130227,735292,11418.56,11253.97,11419.62,11253.97,1932348288,192.0715106,-37.36490788,165.65,11173.89115,11242.76338,11402.074,11373.997,-118.37,-6.38,-0.05665898485,-0.004714661705,73803119.38,81.54,0.13
20130228,735293,11396.73,11559.36,11563.75,11392.56,2172508928,195.1151428,102.7717941,309.78,11206.56154,11272.91544,11452.12,11399.205,91.08,512.44,4.638759039,0.03335219251,74839042.97,81.96,0.13
20130301,735294,11464.71,11606.38,11648.63,11464.71,1901113344,199.0271037,129.650049,183.92,11249.615,11304.67397,11496.208,11442.46,297.25,142.63,1.24418275,0.0171035241,68455937.87,82.27,0.13
20130304,735297,11695.45,11652.29,11767.68,11613.59,2051926528,203.4862513,151.7724418,161.3,11289.285,11337.78026,11494.162,11466.902,266.35,295.22,2.599438059,0.02402532034,82536218.2,82.18,0.13
20130305,735298,11732.57,11683.45,11779.42,11666.38,1988791424,207.1466519,136.9364416,127.13,11318.39269,11370.70119,11551.09,11498.013,20.93,530.29,4.754616629,0.01841664919,59108841.19,82.03,0.13
20130306,735299,11811.06,11932.27,11933.82,11803.09,2009298816,227.5027304,175.9093962,250.37,11361.00654,11424.18393,11686.75,11544.412,533.46,524.4,4.596826577,0.05222308915,58268754.06,82.57,0.12833
20130307,735300,12037.25,11968.08,12069.6,11946.01,2159764992,243.7152394,173.9680327,137.33,11403.36654,11475.98356,11768.494,11610.307,714.11,595.74,5.238499728,0.04864105186,29919751.94,82.08,0.12667
20130308,735301,12066.5,12283.62,12283.62,12065.09,3646009088,278.811248,190.0081225,315.54,11448.35385,11552.90131,11903.942,11700.075,724.26,815.34,7.109522962,0.05056327044,66837447.74,82.74,0.125
20130311,735304,12363.09,12349.05,12403.95,12300.83,3323240448,308.3502718,176.2775706,120.33,11494.90731,11628.725,12043.294,11768.728,742.67,1039.92,9.195402299,0.07694842923,59897411.51,82.57,0.12417
20130312,735305,12433.6,12314.81,12461.97,12314.81,3064969472,325.2480225,137.6226082,147.16,11538.11769,11694.06643,12169.566,11860.328,662.52,928.87,8.158044044,0.08614343218,53281215.07,82.6,0.12333
20130313,735306,12252.29,12239.66,12339.45,12234.48,1959424000,328.7855989,96.50551866,104.97,11575.78346,11746.02772,12231.044,11958.897,556.21,577.14,4.948673186,0.05558160929,20798142.05,82.9,0.12333
20130314,735307,12332.16,12381.19,12395.73,12248.65,1715065216,339.1005024,94.85054131,156.07,11627.10154,11806.51936,12313.666,12041.08,448.92,982.38,8.618268047,0.06257960665,39686159.9,82.58,0.12333
20130315,735308,12437.68,12560.95,12560.95,12434.47,2510108160,357.6574154,109.1522931,179.76,11669.30154,11878.3699,12369.132,12136.537,592.87,1306.98,11.61350172,0.07234006982,69518939.3,82.14,0.12333
20130318,735311,12365.44,12220.63,12373.17,12220.63,1958721280,340.9724052,54.42032358,340.32,11702.51538,11910.9661,12343.448,12193.371,-62.99,661.27,5.720645434,0.04395681728,45168534.33,82.62,0.12333
20130319,735312,12405.61,12468.23,12491.16,12401.12,1652453248,343.7659452,81.42582645,270.53,11753.095,11964.03885,12374.132,12271.849,119.18,861.85,7.425657268,0.04298605335,70101399.99,83.03,0.12333
20130321,735314,12592,12635.69,12650.26,12586.06,1933384320,355.3956881,110.3251905,182.03,11801.80923,12028.00563,12453.338,12342.191,396.03,952.24,8.150332308,0.05283526266,74865575.04,82.85,0.12333
20130322,735315,12498.51,12338.53,12522.05,12338.53,1680262656,336.7521454,51.90509123,297.16,11843.62154,12057.57938,12444.806,12379.236,-42.66,406.26,3.404716789,0.004450287028,71736358.2,82.37,0.12333
20130325,735318,12507.61,12546.46,12594.36,12480.42,1698892416,334.8947585,90.07269108,255.83,11891.28231,12104.13944,12441.908,12405.52,-14.49,578.38,4.832688284,0.01573431868,61892379.75,82.93,0.12333
20130326,735319,12461.79,12471.62,12540.12,12456.04,1875418240,323.6529339,67.71580064,90.42,11941.19731,12139.13759,12492.106,12417.777,250.99,188,1.530493454,0.01257334653,55164074.78,82.89,0.12333
20130327,735320,12476.58,12493.79,12502.26,12442.39,1529164672,312.925431,54.99758517,59.87,11982.96346,12172.91401,12497.218,12435.675,25.56,144.74,1.172073965,0.02034050516,64541517.61,83.21,0.12333
20130328,735321,12457.13,12335.96,12462.86,12286.37,2045556736,288.3641632,-30.398244,207.42,12020.02577,12188.4422,12437.272,12445.305,-132.27,21.15,0.1717444281,-0.003653122196,63867935.81,83,0.12333
20130329,735322,12405.53,12397.91,12425.96,12319.75,1815174400,270.7766837,-28.41618983,106.21,12055.78077,12208.39151,12449.148,12446.977,-237.78,158.25,1.292928072,-0.01297990996,45591997.93,82.99,0.12333
20130401,735325,12371.34,12135.02,12384.83,12133,1981590400,232.9402632,-135.4284602,264.91,12087.54577,12201.40375,12366.86,12404.384,-203.51,-246.17,-1.988257995,-0.007005367154,3495202.671,82.73,0.12333
20130402,735326,12051.57,12003.43,12107.4,11805.78,2744705536,190.1445461,-225.318544,329.24,12111.29538,12182.54911,12273.222,12382.664,-543.03,-557.52,-4.438517787,-0.03727874767,8484808.861,82.89,0.12333
20130403,735327,12112.09,12362.2,12362.2,12102.05,2350039552,183.0680778,-58.15753717,358.77,12138.20615,12199.65871,12246.904,12372.061,-109.42,141.57,1.158450915,-0.02164424737,50278082.07,82.76,0.12333
20130404,735328,12188.22,12634.54,12634.54,12075.97,3093806336,197.1627185,33.13202352,558.57,12185.73423,12241.07598,12306.62,12371.946,162.92,413.91,3.386977594,0.02342863294,54360073.43,82.72,0.12333
20130405,735329,12880.82,12833.64,13225.62,12831.1,4771825152,221.8412807,239.4307914,591.08,12246.49077,12297.51065,12393.766,12421.457,362.02,613.01,5.016189836,0.02237712761,34009619.52,82.56,0.12167
20130408,735332,13082.61,13192.59,13225.22,13080.29,3138987776,267.2824188,233.3573563,391.58,12309.30731,12382.7563,12605.28,12486.07,698.8,724.36,5.809645796,0.0546496177,63577165.1,82.71,0.11667
20130409,735333,13309.13,13192.35,13331.39,13151.73,2875507712,299.8193513,175.5153243,179.66,12370.30615,12459.86046,12843.064,12558.143,856.39,724.12,5.807720903,0.05295190015,53528228.51,82.39,0.11583
20130410,735334,13177.31,13288.13,13325.15,13177.31,3598406144,329.5350751,138.9739164,147.84,12433.22308,12538.74328,13028.25,12637.577,890.22,652.44,5.163469506,0.07165568067,61871891.01,82.49,0.115
20130411,735335,13444.95,13549.16,13549.16,13384.11,3684949504,369.8841455,138.6339806,261.03,12504.98115,12634.97344,13211.174,12758.897,1414.14,1210.63,9.81178471,0.08496836704,97225712.36,82.25,0.115
20130412,735336,13568.25,13485.14,13568.25,13402.86,3519725824,392.1744526,109.5707695,165.39,12564.70692,12715.94168,13341.474,12867.62,1481.71,938.68,7.481632269,0.1001190941,43313922.59,82.1,0.115
20130415,735339,13345.86,13275.66,13408.29,13257.86,3210406144,388.4584886,72.2924743,227.28,12614.99846,12769.24819,13358.088,12981.684,913.46,804.04,6.446957172,0.09583177032,32856829.72,82.3,0.115
20130416,735340,13023.91,13221.44,13312.23,13004.46,3216100352,376.7950013,47.00492931,307.77,12651.06846,12812.31408,13363.906,13103.485,28.85,727.65,5.82409341,0.06498838251,78239041.07,81.83,0.115
20130417,735341,13330.5,13382.89,13397.5,13318.69,2774400512,376.2421836,65.211764,176.06,12690.83154,12866.65464,13382.858,13205.554,190.54,1046.93,8.48681416,0.05591841523,99039819.74,82.65,0.11417
20130418,735342,13272.22,13220.07,13377.74,13200.85,3049725696,358.5329141,45.54316902,182.04,12725.64923,12900.31325,13317.04,13264.107,-68.06,822.16,6.631440299,0.02923055627,84331468.07,82.56,0.11417
20130419,735343,13268.43,13316.48,13338.75,13186.89,2360092928,348.2631113,42.37192472,151.86,12767.06538,12939.94818,13283.308,13312.391,-232.68,1181.46,9.735954288,0.009303509636,67335006.06,82.75,0.11417
20130422,735346,13537.17,13568.37,13611.58,13529.44,2462254336,356.3419483,104.8710668,295.1,12812.72615,12999.79787,13341.85,13349.969,83.23,1564.94,13.03744013,0.02771298247,95282241.89,82.65,0.11417
20130423,735347,13545.6,13529.65,13585.35,13505.53,2402127360,355.5218696,103.3538445,79.82,12849.98385,13050.25998,13403.492,13383.699,253.99,1167.45,9.443707431,0.01785116393,78989905.58,83,0.11417
20130424,735348,13687.28,13843.46,13843.46,13686.78,3074476800,375.8611029,179.7106742,313.81,12912.40038,13125.80284,13495.606,13439.232,622.02,650.87,4.933602879,0.02125913608,96479307.84,82.95,0.11417
20130425,735349,13887.53,13926.08,13974.26,13827.96,2944847360,394.1038514,178.8447704,146.3,12968.47154,13202.01971,13636.808,13476.924,543.19,733.73,5.561783913,0.03166289437,118886334.3,82.78,0.11417
20130426,735350,13978.98,13884.13,13983.87,13852.2,2483024896,400.5589524,145.2014331,131.67,13016.48846,13266.9826,13750.338,13516.823,664.06,596,4.48520597,0.04382485615,95206883.39,82.49,0.11417
20130430,735354,13854.82,13860.86,13897.06,13778.75,2375490304,399.1952971,104.7504391,118.31,13075.03962,13323.54235,13808.836,13575.343,640.79,572.73,4.310087273,0.04613133673,94227028.63,81.72,0.11417
20130501,735355,13837.72,13799.35,13844.82,13782,1854219648,388.6708913,78.85477002,78.86,13123.22769,13368.85736,13862.776,13633.134,579.28,511.22,3.847192946,0.03017968238,78505911.64,81.62,0.11417
20130502,735356,13727.25,13694.04,13780.48,13637.96,1799195392,367.5951786,40.60887208,161.39,13170.24385,13399.82714,13832.892,13664.249,377.56,144.88,1.06929138,0.03461140759,88357289.24,82.23,0.11417
20130507,735361,13960.04,14180.24,14196.38,13951.81,2172447744,385.6789345,130.0231137,502.34,13235.10731,13474.15217,13883.724,13760.266,336.78,958.8,7.251857589,0.06091293236,109219337.6,82.28,0.11417
20130508,735362,14196.2,14285.69,14421.38,14186.83,2525950720,403.8638835,150.6948231,241.14,13310.09692,13551.44149,13964.036,13857.187,359.61,902.8,6.745927076,0.05021248536,137452286.6,81.9,0.11417
20130509,735363,14366.95,14191.48,14409.82,14191.48,2683070208,405.9935857,127.4115856,218.34,13379.08038,13612.39754,14030.16,13919.498,307.35,971.41,7.347994375,0.04663572792,120270344.5,82.68,0.11417
20130510,735364,14449.24,14607.54,14636.81,14426.74,3124888320,436.2254198,168.6754697,445.33,13474.17731,13707.17301,14191.798,14027.287,913.5,1291.06,9.695204739,0.05230723311,121224759.1,83.1,0.11417
20130513,735367,14759.5,14782.21,14849.01,14727.7,3872133376,468.8738889,173.2056621,241.47,13581.05346,13809.55749,14409.432,14121.162,1088.17,1213.84,8.946100379,0.05791623851,103752875.2,83.2,0.11417
20130514,735368,14822.56,14758.42,14839.79,14755.08,3046740224,487.212104,138.9615446,84.71,13673.21577,13899.92534,14525.068,14204.396,1064.38,1228.77,9.08205312,0.05924008126,86390373.18,83.62,0.11417
20130515,735369,14962.34,15096.03,15108.83,14956.38,4350121472,522.9592285,151.1751761,350.41,13767.88846,14013.84007,14687.136,14325.586,915.79,1252.57,9.048099247,0.08182084959,100718289.8,83.79,0.11417
20130516,735370,15146.05,15037.24,15155.72,14879.51,3751075072,540.316785,122.4670494,276.21,13852.64231,14111.30673,14856.288,14443.224,751.55,1111.16,7.97898619,0.08232162285,104632287.5,83.74,0.11417
20130517,735371,14926.42,15138.12,15157.32,14902.3,3144694272,555.8059614,106.1755985,255.02,13927.47038,14209.09847,14962.404,14577.101,946.64,1253.99,9.031822664,0.09539361559,103763926.4,84.21,0.11417
20130520,735374,15260.61,15360.81,15381.74,15245.8,3680932096,579.3718293,120.7893772,243.62,14010.87269,14318.78529,15078.124,14743.778,753.27,1666.77,12.17149943,0.07685597309,107629507.5,83.82,0.11417
20130521,735375,15264.79,15381.02,15388.37,15264.42,5141071360,592.8447819,106.3370629,123.95,14091.36846,14419.9505,15202.644,14863.856,598.81,1686.98,12.31908188,0.0712130925,173525145.2,83.84,0.11417
20130522,735376,15440.69,15627.26,15706.63,15432.64,4768370176,616.2875251,121.941649,325.61,14171.29538,14534.93235,15308.89,14998.013,868.84,1933.22,14.1172364,0.09187663096,220976507.5,84.29,0.11417
20130523,735377,15739.98,14483.98,15942.6,14483.98,5951827456,536.4293036,30.50089136,1458.62,14209.71231,14530.07975,15198.238,15027.263,-612.05,303.74,2.141994776,-0.00845864533,149084774.9,83.75,0.11417
20130524,735378,14731.75,14612.45,15007.5,13981.52,4611826176,477.9974856,-56.00048995,1025.98,14261.12731,14537.92453,15093.104,15027.754,-424.79,326.76,2.287323888,-0.01148407444,125278988.4,83.65,0.11417
20130527,735381,14373.82,14142.65,14381.28,14027.42,3073859584,389.2933833,-123.5792209,585.03,14296.55846,14500.27934,14849.472,14963.798,-995.47,-48.83,-0.3440796872,-0.041723301,114189128,83.64,0.11417
20130528,735382,13943.62,14311.98,14399.78,13943.62,3362676992,328.8672818,-114.1728981,456.16,14332.29269,14482.34607,14635.664,14919.154,-1048.83,-295.56,-2.023338632,-0.05193749615,133875974.3,84.26,0.11417
20130529,735383,14492.55,14326.46,14512.28,14243.49,2970254336,278.9322189,-90.88084583,268.79,14374.84615,14467.49978,14375.504,14842.197,-1054.56,-455.75,-3.083097859,-0.04726798269,106169648.3,83.62,0.11417
20130530,735384,14072.9,13589.03,14098.16,13555.66,3216030464,177.8042669,-168.0001249,770.8,14385.32885,14383.83599,14196.514,14697.376,-2038.23,-1169.39,-7.923544661,-0.1023304083,82285069.37,83,0.11417
20130531,735385,13804.23,13774.54,13916.56,13681.39,2805021184,111.3452245,-124.915302,327.53,14393.25846,14325.8078,14028.932,14561.018,-709.44,-1321.49,-8.753890924,-0.1032673407,48097100.72,83.27,0.11417
20130603,735388,13551.36,13261.82,13562.87,13261.82,2822702848,17.10654202,-142.6656375,512.72,14382.95731,14224.47563,13852.766,14351.119,-1350.63,-1775.42,-11.80682093,-0.1377801992,13189609.31,82.67,0.11417
20130604,735389,13186.6,13533.76,13610.25,13060.94,3782538240,-35.22891055,-116.0116124,549.31,14371.04577,14158.69319,13697.122,14166.393,-608.89,-1604.36,-10.59814561,-0.1339646234,54981736.68,82.75,0.11417
20130605,735390,13566.75,13014.87,13711.42,13011.16,3037026560,-117.2239357,-113.0902722,700.26,14335.99923,14049.75765,13434.804,13905.154,-1297.11,-2345.94,-15.2722415,-0.1014299937,29833966.52,82.56,0.11417
20130606,735391,12925.29,12904.02,13238.53,12862.02,3139544064,-188.9719019,-118.2657712,376.51,14298.30269,13940.63977,13297.802,13747.158,-1422.44,-2477,-16.10426357,-0.1169160545,39385797.87,81.62,0.11417
20130607,735392,12706.41,12877.53,13106.2,12548.2,3244524800,-245.1443325,-114.058617,558,14260.48231,13839.39122,13118.4,13573.666,-711.5,-2749.73,-17.59572695,-0.08945423948,53528157.71,81.69,0.11417
20130610,735395,13141.85,13514.2,13514.2,13141.37,2413888000,-235.5719139,-53.91947866,636.67,14249.515,13808.42063,13168.876,13510.821,-74.83,-2113.06,-13.52162823,-0.05574211255,58076202.45,81.7,0.11417
20130611,735396,13504.77,13317.62,13584.31,13296.31,2601579776,-241.0691709,-45.22785786,288,14235.03731,13761.67771,13125.648,13411.385,-271.41,-2309.64,-14.77955828,-0.07041795391,31532960.45,81.07,0.11417
20130612,735397,13087.66,13289.32,13332.72,12994.08,2055121664,-244.8864615,-62.20951831,338.64,14200.77115,13716.69127,13180.538,13307.671,-299.71,-2337.94,-14.96065209,-0.02205529019,65333826.54,80.93,0.11417
20130613,735398,13038.02,12445.38,13050.11,12415.85,2408816896,-312.4093364,-137.5133495,873.47,14129.99,13595.614,13088.81,13193.306,-1329.16,-2038.6,-14.07486064,-0.0964939664,19278461.38,80.7,0.11417
20130614,735399,12668.9,12686.52,12900.65,12629.31,2782015744,-342.515414,-113.7674385,455.27,14072.10692,13509.03362,13050.608,13084.504,-575.3,-1925.93,-13.18006221,-0.04338016954,13836139.55,80.61,0.11417
20130617,735402,12584.37,13033.12,13033.12,12549.82,1718697856,-334.5504843,-78.63453482,483.3,14011.55231,13463.70851,12954.392,13061.634,-500.64,-1109.53,-7.845276522,-0.0369919372,52863510.2,80.65,0.11417
20130618,735403,13015.15,13007.28,13139.48,12919.03,1587398656,-326.5589242,-38.724624,220.45,13943.28577,13420.23913,12892.324,13008.986,-7.59,-1304.7,-9.116139067,-0.0005831790867,14148716.5,80.67,0.11417
20130619,735404,13233.08,13245.22,13296.62,13107.65,2019128192,-297.5952925,16.77403568,289.34,13885.08577,13403.57064,12883.504,13032.021,341.2,-1081.24,-7.547154007,0.02576023652,30222827.46,81.31,0.11417
20130620,735405,13101.85,13014.58,13190.82,12966.41,2006845952,-289.9102216,-12.94155171,278.81,13805.03,13366.52392,12997.344,13043.077,137.05,-574.45,-4.227306879,0.01053049733,-3686604.846,81.77,0.11417
20130621,735406,12787.87,13230.13,13330.35,12702.67,2409840384,-263.3904627,2.619417014,627.68,13735.52577,13353.53402,13106.066,13078.337,784.75,-544.41,-3.952291692,-0.02102011218,-13838775.7,82.41,0.11417
20130624,735409,13417.54,13062.78,13426.13,13026.23,1625272448,-252.9611306,39.7011637,399.9,13655.705,13325.84316,13111.998,13033.195,376.26,-199.04,-1.500849808,-0.01913555125,-76465612.52,82.44,0.11417
20130625,735410,13081.62,12969.34,13234.89,12758.22,1991546496,-249.3611567,-22.15813757,476.67,13563.72538,13291.89048,13104.41,12998.367,-63.78,-564.42,-4.170459651,-0.02407798142,-113626325.5,82.61,0.11417
20130626,735411,13152.75,12834.01,13189.84,12826.51,1733697408,-254.4944973,-34.39610587,363.33,13465.76346,13248.28281,13022.168,12952.836,-173.27,-180.86,-1.389641233,0.03028126049,-77585139.15,82.95,0.11417
20130627,735412,12968.72,13213.55,13213.55,12873.5,1824231040,-225.339428,16.39728138,379.54,13372.92846,13244.97493,13061.962,13029.653,-31.67,309.53,2.398709859,0.03988557201,-59088408.96,82.96,0.11417
20130628,735413,13383.92,13677.32,13724.44,13354.7,2344195840,-162.9332691,190.9589855,510.89,13341.90308,13286.15065,13151.4,13128.733,662.74,799.79,6.210740724,0.04709987044,-20405558.55,83.18,0.11417
20130701,735416,13746.72,13852.5,13862.71,13562.7,1722666368,-98.20829254,213.513231,300.01,13312.67423,13340.08868,13309.344,13210.671,622.37,1407.12,11.30636429,0.06101570114,-41486052.25,83.02,0.11364
20130702,735417,13969.15,14098.74,14098.74,13898.54,2141299840,-26.73558108,206.6321543,246.24,13310.98538,13412.34119,13535.224,13319.817,1035.96,1412.22,11.13165785,0.06053874318,-9271644.248,83.53,0.11364
20130703,735418,14149.99,14055.56,14164.77,13984.08,2006229376,26.12167811,156.8569305,180.69,13301.12308,13473.60012,13779.534,13400.851,1086.22,1022.44,7.844936592,0.07406179476,8928265.395,83.21,0.11364
20130704,735419,13970.27,14018.93,14093.02,13962.3,1435854464,64.31432645,115.8819612,130.72,13289.295,13525.5363,13940.61,13501.286,1184.92,1011.65,7.777567639,0.05626677642,17814490.42,83.77,0.11364
20130705,735420,14150.85,14309.97,14309.97,14149.5,1793705600,116.7212808,124.4941416,291.04,13317.02346,13600.24427,14067.14,13609.27,1096.42,1064.75,8.038749073,0.08715531898,62748474.46,84.44,0.11364
20130708,735423,14491.07,14109.34,14497.65,14109.34,2204948480,140.4460311,102.2523758,388.31,13329.90038,13648.72958,14118.508,13713.926,432.02,1094.76,8.411796616,0.08079754262,17167251.38,84.22,0.11364
20130709,735424,14295.44,14472.9,14472.9,14186.03,1975609344,186.4352111,103.5211683,363.56,13376.48038,13727.222,14193.34,13864.282,620.4,1242.77,9.393482906,0.1132385355,53323550.78,84.6,0.11364
20130710,735425,14464.82,14416.6,14555.33,14287.69,1781745664,215.850834,95.46581637,267.64,13410.43577,13792.87705,14265.548,14022.541,317.86,1353.82,10.36395009,0.0834489408,51887033.8,83.25,0.11364
20130711,735426,14275.26,14472.58,14496.67,14275.26,1674881920,240.9030648,84.40858822,221.41,13466.50154,13857.61066,14356.278,14148.444,417.02,1503.24,11.59072088,0.05494942851,56863660.64,82.74,0.11364
20130712,735427,14475.17,14506.25,14574.17,14417.3,1849073152,260.4714727,87.34537826,156.87,13528.12577,13919.38584,14395.534,14231.337,487.32,1672.24,13.02975454,0.04506678156,36419349.89,82.93,0.11364
20130716,735431,14594.88,14599.12,14638.8,14550.89,1860698368,280.2429436,99.18066212,132.55,13594.34077,13984.12242,14493.49,14305.999,489.78,921.8,6.739624429,0.03427466861,54222537.94,82.5,0.11364
20130717,735432,14491.8,14615.04,14615.04,14460.56,2476762112,293.809732,87.81280751,154.48,13636.68077,14044.20981,14521.918,14357.629,142.14,762.54,5.504710341,0.03828111315,61743239.44,82.65,0.11364
20130718,735433,14645.25,14808.5,14827.73,14645.25,1912947968,316.5234297,128.1920837,212.69,13694.02231,14116.99935,14600.298,14432.923,391.9,709.76,5.034208731,0.0533187021,101364336.2,82.78,0.11364
