'Ntime', 'Time', 'Open_Price', 'Closing_Price', 'High_price', 'Low_Price', 'Volume', 'MACD', 'CCI', 'ATR', 'BOLL_MID', 'EMA20', 'MA5', 'MA10', 'MTM6', 'MTM12', 'ROC', 'SMI', 'WVAD', 'US_dollar_Index', 'Interbank_Offered_Rate' 
20120118.0000,734886.0000,8471.2200,8508.7550,8537.5425,8452.0550,1057997120.0000,-11.7422,59.4252,128.2850,8464.9388,8459.9594,8456.4175,8454.5660,96.0450,79.1500,0.9393 ,0.0038 ,-8815342.6435,80.7725,0.1321 
20120119.0000,734887.0000,8471.2200,8508.7550,8537.5425,8452.0550,1057997120.0000,-11.7422,59.4252,128.2850,8464.9388,8459.9594,8456.4175,8454.5660,96.0450,79.1500,0.9393 ,0.0038 ,-8815342.6435,80.7725,0.1321 
20120120.0000,734888.0000,8790.6150,8800.3200,8830.8425,8763.6150,1352261504.0000,51.8928,171.3993,96.9800,8479.9273,8543.9340,8666.9555,8551.9630,414.7300,240.2100,2.8062 ,0.0441 ,7197123.2058,79.8025,0.1321 
20120123.0000,734891.0000,8790.6150,8800.3200,8830.8425,8763.6150,1352261504.0000,51.8928,171.3993,96.9800,8479.9273,8543.9340,8666.9555,8551.9630,414.7300,240.2100,2.8062 ,0.0441 ,7197123.2058,79.8025,0.1321 
20120124.0000,734892.0000,8790.6150,8800.3200,8830.8425,8763.6150,1352261504.0000,51.8928,171.3993,96.9800,8479.9273,8543.9340,8666.9555,8551.9630,414.7300,240.2100,2.8062 ,0.0441 ,7197123.2058,79.8025,0.1321 
20120125.0000,734893.0000,8790.6150,8800.3200,8830.8425,8763.6150,1352261504.0000,51.8928,171.3993,96.9800,8479.9273,8543.9340,8666.9555,8551.9630,414.7300,240.2100,2.8062 ,0.0441 ,7197123.2058,79.8025,0.1321 
20120126.0000,734894.0000,8831.6850,8821.5625,8862.4450,8799.1750,1228805264.0000,92.9342,78.3601,65.4550,8540.8657,8638.6724,8824.9530,8713.3063,409.1725,321.7425,3.7905 ,0.0394 ,9613892.9700,79.1475,0.1321 
20120127.0000,734895.0000,8831.6850,8821.5625,8862.4450,8799.1750,1228805264.0000,92.9342,78.3601,65.4550,8540.8657,8638.6724,8824.9530,8713.3063,409.1725,321.7425,3.7905 ,0.0394 ,9613892.9700,79.1475,0.1321 
20120130.0000,734898.0000,8831.6850,8821.5625,8862.4450,8799.1750,1228805264.0000,92.9342,78.3601,65.4550,8540.8657,8638.6724,8824.9530,8713.3063,409.1725,321.7425,3.7905 ,0.0394 ,9613892.9700,79.1475,0.1321 
20120131.0000,734899.0000,8831.6850,8821.5625,8862.4450,8799.1750,1228805264.0000,92.9342,78.3601,65.4550,8540.8657,8638.6724,8824.9530,8713.3063,409.1725,321.7425,3.7905 ,0.0394 ,9613892.9700,79.1475,0.1321 
20120201.0000,734900.0000,8860.8750,8861.9350,8887.5975,8843.0675,1464206240.0000,97.6647,78.8265,75.6475,8606.9185,8702.8239,8829.1890,8818.8465,256.1800,450.4150,5.3562 ,0.0138 ,20736115.8325,78.9675,0.1321 
20120202.0000,734901.0000,8860.8750,8861.9350,8887.5975,8843.0675,1464206240.0000,97.6647,78.8265,75.6475,8606.9185,8702.8239,8829.1890,8818.8465,256.1800,450.4150,5.3562 ,0.0138 ,20736115.8325,78.9675,0.1321 
20120203.0000,734902.0000,8860.8750,8861.9350,8887.5975,8843.0675,1464206240.0000,97.6647,78.8265,75.6475,8606.9185,8702.8239,8829.1890,8818.8465,256.1800,450.4150,5.3562 ,0.0138 ,20736115.8325,78.9675,0.1321 
20120206.0000,734905.0000,8860.8750,8861.9350,8887.5975,8843.0675,1464206240.0000,97.6647,78.8265,75.6475,8606.9185,8702.8239,8829.1890,8818.8465,256.1800,450.4150,5.3562 ,0.0138 ,20736115.8325,78.9675,0.1321 
20120207.0000,734906.0000,8970.6750,8970.6300,8994.8725,8933.5025,1547174240.0000,111.5745,139.5821,71.3750,8683.4502,8781.3502,8922.2260,8873.6998,150.0875,496.7900,5.8712 ,0.0143 ,23106441.9300,78.6850,0.1321 
20120208.0000,734907.0000,8970.6750,8970.6300,8994.8725,8933.5025,1547174240.0000,111.5745,139.5821,71.3750,8683.4502,8781.3502,8922.2260,8873.6998,150.0875,496.7900,5.8712 ,0.0143 ,23106441.9300,78.6850,0.1321 
20120209.0000,734908.0000,8970.6750,8970.6300,8994.8725,8933.5025,1547174240.0000,111.5745,139.5821,71.3750,8683.4502,8781.3502,8922.2260,8873.6998,150.0875,496.7900,5.8712 ,0.0143 ,23106441.9300,78.6850,0.1321 
20120210.0000,734909.0000,8970.6750,8970.6300,8994.8725,8933.5025,1547174240.0000,111.5745,139.5821,71.3750,8683.4502,8781.3502,8922.2260,8873.6998,150.0875,496.7900,5.8712 ,0.0143 ,23106441.9300,78.6850,0.1321 
20120213.0000,734912.0000,9068.4925,9137.4225,9179.7200,9060.7975,1641412288.0000,129.2726,158.5995,133.1675,8773.4990,8871.5268,9032.7905,8963.4715,213.8625,387.0225,4.4207 ,0.0335 ,46544817.2000,79.3500,0.1321 
20120214.0000,734913.0000,9068.4925,9137.4225,9179.7200,9060.7975,1641412288.0000,129.2726,158.5995,133.1675,8773.4990,8871.5268,9032.7905,8963.4715,213.8625,387.0225,4.4207 ,0.0335 ,46544817.2000,79.3500,0.1321 
20120215.0000,734914.0000,9068.4925,9137.4225,9179.7200,9060.7975,1641412288.0000,129.2726,158.5995,133.1675,8773.4990,8871.5268,9032.7905,8963.4715,213.8625,387.0225,4.4207 ,0.0335 ,46544817.2000,79.3500,0.1321 
20120216.0000,734915.0000,9068.4925,9137.4225,9179.7200,9060.7975,1641412288.0000,129.2726,158.5995,133.1675,8773.4990,8871.5268,9032.7905,8963.4715,213.8625,387.0225,4.4207 ,0.0335 ,46544817.2000,79.3500,0.1321 
20120217.0000,734916.0000,9455.8925,9471.5700,9516.3575,9428.7275,1732357856.0000,191.1307,157.0535,140.0425,8916.9124,9035.7903,9315.4365,9156.9850,471.4050,609.6350,6.8787 ,0.0533 ,48462758.0450,79.1775,0.1321 
20120220.0000,734919.0000,9455.8925,9471.5700,9516.3575,9428.7275,1732357856.0000,191.1307,157.0535,140.0425,8916.9124,9035.7903,9315.4365,9156.9850,471.4050,609.6350,6.8787 ,0.0533 ,48462758.0450,79.1775,0.1321 
20120221.0000,734920.0000,9455.8925,9471.5700,9516.3575,9428.7275,1732357856.0000,191.1307,157.0535,140.0425,8916.9124,9035.7903,9315.4365,9156.9850,471.4050,609.6350,6.8787 ,0.0533 ,48462758.0450,79.1775,0.1321 
20120222.0000,734921.0000,9455.8925,9471.5700,9516.3575,9428.7275,1732357856.0000,191.1307,157.0535,140.0425,8916.9124,9035.7903,9315.4365,9156.9850,471.4050,609.6350,6.8787 ,0.0533 ,48462758.0450,79.1775,0.1321 
20120223.0000,734922.0000,9609.4850,9649.8500,9678.9625,9561.7200,1806515424.0000,238.7214,103.4744,117.2425,9073.7587,9219.2776,9563.7105,9398.8855,307.9250,679.2200,7.5736 ,0.0607 ,54768280.9800,78.4625,0.1321 
20120224.0000,734923.0000,9609.4850,9649.8500,9678.9625,9561.7200,1806515424.0000,238.7214,103.4744,117.2425,9073.7587,9219.2776,9563.7105,9398.8855,307.9250,679.2200,7.5736 ,0.0607 ,54768280.9800,78.4625,0.1321 
20120227.0000,734926.0000,9609.4850,9649.8500,9678.9625,9561.7200,1806515424.0000,238.7214,103.4744,117.2425,9073.7587,9219.2776,9563.7105,9398.8855,307.9250,679.2200,7.5736 ,0.0607 ,54768280.9800,78.4625,0.1321 
20120228.0000,734927.0000,9609.4850,9649.8500,9678.9625,9561.7200,1806515424.0000,238.7214,103.4744,117.2425,9073.7587,9219.2776,9563.7105,9398.8855,307.9250,679.2200,7.5736 ,0.0607 ,54768280.9800,78.4625,0.1321 
20120229.0000,734928.0000,9774.2475,9726.5575,9832.0125,9693.8075,1613458880.0000,251.7928,94.1333,143.6725,9213.6420,9381.6646,9697.4960,9604.8778,161.5650,589.1350,6.4623 ,0.0343 ,55588757.4375,79.0950,0.1321 
20120301.0000,734929.0000,9774.2475,9726.5575,9832.0125,9693.8075,1613458880.0000,251.7928,94.1333,143.6725,9213.6420,9381.6646,9697.4960,9604.8778,161.5650,589.1350,6.4623 ,0.0343 ,55588757.4375,79.0950,0.1321 
20120302.0000,734930.0000,9774.2475,9726.5575,9832.0125,9693.8075,1613458880.0000,251.7928,94.1333,143.6725,9213.6420,9381.6646,9697.4960,9604.8778,161.5650,589.1350,6.4623 ,0.0343 ,55588757.4375,79.0950,0.1321 
20120305.0000,734933.0000,9774.2475,9726.5575,9832.0125,9693.8075,1613458880.0000,251.7928,94.1333,143.6725,9213.6420,9381.6646,9697.4960,9604.8778,161.5650,589.1350,6.4623 ,0.0343 ,55588757.4375,79.0950,0.1321 
20120306.0000,734934.0000,9699.9300,9728.0975,9778.1650,9656.0675,1842697024.0000,220.3925,64.8087,172.5350,9347.4991,9485.0085,9700.4895,9687.1090,31.3325,256.5275,2.7065 ,0.0122 ,46750596.9450,79.6525,0.1321 
20120307.0000,734935.0000,9699.9300,9728.0975,9778.1650,9656.0675,1842697024.0000,220.3925,64.8087,172.5350,9347.4991,9485.0085,9700.4895,9687.1090,31.3325,256.5275,2.7065 ,0.0122 ,46750596.9450,79.6525,0.1321 
20120308.0000,734936.0000,9699.9300,9728.0975,9778.1650,9656.0675,1842697024.0000,220.3925,64.8087,172.5350,9347.4991,9485.0085,9700.4895,9687.1090,31.3325,256.5275,2.7065 ,0.0122 ,46750596.9450,79.6525,0.1321 
20120309.0000,734937.0000,9699.9300,9728.0975,9778.1650,9656.0675,1842697024.0000,220.3925,64.8087,172.5350,9347.4991,9485.0085,9700.4895,9687.1090,31.3325,256.5275,2.7065 ,0.0122 ,46750596.9450,79.6525,0.1321 
20120312.0000,734940.0000,10029.1725,9990.6850,10076.9800,9976.5575,1763194944.0000,230.1942,157.1185,145.0400,9504.8616,9624.3298,9864.8295,9783.1038,318.3575,340.8350,3.5305 ,0.0258 ,34293850.8550,80.2050,0.1321 
20120313.0000,734941.0000,10029.1725,9990.6850,10076.9800,9976.5575,1763194944.0000,230.1942,157.1185,145.0400,9504.8616,9624.3298,9864.8295,9783.1038,318.3575,340.8350,3.5305 ,0.0258 ,34293850.8550,80.2050,0.1321 
20120314.0000,734942.0000,10029.1725,9990.6850,10076.9800,9976.5575,1763194944.0000,230.1942,157.1185,145.0400,9504.8616,9624.3298,9864.8295,9783.1038,318.3575,340.8350,3.5305 ,0.0258 ,34293850.8550,80.2050,0.1321 
20120315.0000,734943.0000,10029.1725,9990.6850,10076.9800,9976.5575,1763194944.0000,230.1942,157.1185,145.0400,9504.8616,9624.3298,9864.8295,9783.1038,318.3575,340.8350,3.5305 ,0.0258 ,34293850.8550,80.2050,0.1321 
20120316.0000,734944.0000,10104.3625,10121.3475,10147.4950,10087.7425,1487331680.0000,246.6001,96.7613,63.4075,9677.0097,9782.4560,10078.9025,9939.8285,209.2725,429.6400,4.4342 ,0.0446 ,20671175.1373,79.6350,0.1321 
20120319.0000,734947.0000,10104.3625,10121.3475,10147.4950,10087.7425,1487331680.0000,246.6001,96.7613,63.4075,9677.0097,9782.4560,10078.9025,9939.8285,209.2725,429.6400,4.4342 ,0.0446 ,20671175.1373,79.6350,0.1321 
20120321.0000,734949.0000,10104.3625,10121.3475,10147.4950,10087.7425,1487331680.0000,246.6001,96.7613,63.4075,9677.0097,9782.4560,10078.9025,9939.8285,209.2725,429.6400,4.4342 ,0.0446 ,20671175.1373,79.6350,0.1321 
20120322.0000,734950.0000,10104.3625,10121.3475,10147.4950,10087.7425,1487331680.0000,246.6001,96.7613,63.4075,9677.0097,9782.4560,10078.9025,9939.8285,209.2725,429.6400,4.4342 ,0.0446 ,20671175.1373,79.6350,0.1321 
20120323.0000,734951.0000,10090.3450,10116.8575,10135.2775,10072.9875,1375869600.0000,218.8553,64.2548,135.0550,9815.2679,9885.4417,10098.7535,10070.9233,-17.4150,325.7025,3.3339 ,0.0172 ,19078296.9150,79.1400,0.1321 
20120326.0000,734954.0000,10090.3450,10116.8575,10135.2775,10072.9875,1375869600.0000,218.8553,64.2548,135.0550,9815.2679,9885.4417,10098.7535,10070.9233,-17.4150,325.7025,3.3339 ,0.0172 ,19078296.9150,79.1400,0.1321 
20120327.0000,734955.0000,10090.3450,10116.8575,10135.2775,10072.9875,1375869600.0000,218.8553,64.2548,135.0550,9815.2679,9885.4417,10098.7535,10070.9233,-17.4150,325.7025,3.3339 ,0.0172 ,19078296.9150,79.1400,0.1321 
20120328.0000,734956.0000,10090.3450,10116.8575,10135.2775,10072.9875,1375869600.0000,218.8553,64.2548,135.0550,9815.2679,9885.4417,10098.7535,10070.9233,-17.4150,325.7025,3.3339 ,0.0172 ,19078296.9150,79.1400,0.1321 
20120329.0000,734957.0000,10116.9525,10089.6525,10133.1375,10067.2050,1377630016.0000,185.6980,1.3306 ,88.7675,9913.7478,9964.8077,10126.1825,10112.8220,-27.2800,76.9925,0.7743 ,-0.0030,-5325737.1317,79.0750,0.1322 
20120330.0000,734958.0000,10116.9525,10089.6525,10133.1375,10067.2050,1377630016.0000,185.6980,1.3306 ,88.7675,9913.7478,9964.8077,10126.1825,10112.8220,-27.2800,76.9925,0.7743 ,-0.0030,-5325737.1317,79.0750,0.1322 
20120402.0000,734961.0000,10116.9525,10089.6525,10133.1375,10067.2050,1377630016.0000,185.6980,1.3306 ,88.7675,9913.7478,9964.8077,10126.1825,10112.8220,-27.2800,76.9925,0.7743 ,-0.0030,-5325737.1317,79.0750,0.1322 
20120403.0000,734962.0000,10116.9525,10089.6525,10133.1375,10067.2050,1377630016.0000,185.6980,1.3306 ,88.7675,9913.7478,9964.8077,10126.1825,10112.8220,-27.2800,76.9925,0.7743 ,-0.0030,-5325737.1317,79.0750,0.1322 
20120404.0000,734963.0000,9764.7350,9705.5775,9805.8200,9676.7950,1357448160.0000,85.6422,-217.9631,157.0150,9946.5940,9930.0787,9915.9515,10022.4003,-397.4075,-405.8275,-4.0096,-0.0392,-23142091.6400,79.8550,0.1323 
20120405.0000,734964.0000,9764.7350,9705.5775,9805.8200,9676.7950,1357448160.0000,85.6422,-217.9631,157.0150,9946.5940,9930.0787,9915.9515,10022.4003,-397.4075,-405.8275,-4.0096,-0.0392,-23142091.6400,79.8550,0.1323 
20120406.0000,734965.0000,9764.7350,9705.5775,9805.8200,9676.7950,1357448160.0000,85.6422,-217.9631,157.0150,9946.5940,9930.0787,9915.9515,10022.4003,-397.4075,-405.8275,-4.0096,-0.0392,-23142091.6400,79.8550,0.1323 
20120409.0000,734968.0000,9764.7350,9705.5775,9805.8200,9676.7950,1357448160.0000,85.6422,-217.9631,157.0150,9946.5940,9930.0787,9915.9515,10022.4003,-397.4075,-405.8275,-4.0096,-0.0392,-23142091.6400,79.8550,0.1323 
20120410.0000,734969.0000,9520.3350,9539.8850,9591.8225,9487.8300,1491793920.0000,-28.0046,-109.1020,136.3325,9924.0252,9807.4933,9591.0735,9795.2245,-497.2475,-551.8725,-5.4642,-0.0576,-16869396.3900,79.7075,0.1323 
20120411.0000,734970.0000,9520.3350,9539.8850,9591.8225,9487.8300,1491793920.0000,-28.0046,-109.1020,136.3325,9924.0252,9807.4933,9591.0735,9795.2245,-497.2475,-551.8725,-5.4642,-0.0576,-16869396.3900,79.7075,0.1323 
20120412.0000,734971.0000,9520.3350,9539.8850,9591.8225,9487.8300,1491793920.0000,-28.0046,-109.1020,136.3325,9924.0252,9807.4933,9591.0735,9795.2245,-497.2475,-551.8725,-5.4642,-0.0576,-16869396.3900,79.7075,0.1323 
20120413.0000,734972.0000,9520.3350,9539.8850,9591.8225,9487.8300,1491793920.0000,-28.0046,-109.1020,136.3325,9924.0252,9807.4933,9591.0735,9795.2245,-497.2475,-551.8725,-5.4642,-0.0576,-16869396.3900,79.7075,0.1323 
20120416.0000,734975.0000,9542.9575,9547.7475,9588.3800,9519.9850,1144495232.0000,-69.7643,-54.9056,139.3950,9889.1789,9719.3182,9539.0710,9594.2448,-10.1200,-594.9400,-5.8597,-0.0286,-5225230.6048,79.5600,0.1323 
20120417.0000,734976.0000,9542.9575,9547.7475,9588.3800,9519.9850,1144495232.0000,-69.7643,-54.9056,139.3950,9889.1789,9719.3182,9539.0710,9594.2448,-10.1200,-594.9400,-5.8597,-0.0286,-5225230.6048,79.5600,0.1323 
20120418.0000,734977.0000,9542.9575,9547.7475,9588.3800,9519.9850,1144495232.0000,-69.7643,-54.9056,139.3950,9889.1789,9719.3182,9539.0710,9594.2448,-10.1200,-594.9400,-5.8597,-0.0286,-5225230.6048,79.5600,0.1323 
20120419.0000,734978.0000,9542.9575,9547.7475,9588.3800,9519.9850,1144495232.0000,-69.7643,-54.9056,139.3950,9889.1789,9719.3182,9539.0710,9594.2448,-10.1200,-594.9400,-5.8597,-0.0286,-5225230.6048,79.5600,0.1323 
20120420.0000,734979.0000,9554.6725,9533.1450,9579.3925,9501.7450,1038144496.0000,-74.0701,-40.1778,102.8875,9817.5745,9665.5347,9556.2200,9544.5660,8.6125 ,-238.3250,-2.4018,0.0017 ,-9502283.3540,79.1875,0.1323 
20120423.0000,734982.0000,9554.6725,9533.1450,9579.3925,9501.7450,1038144496.0000,-74.0701,-40.1778,102.8875,9817.5745,9665.5347,9556.2200,9544.5660,8.6125 ,-238.3250,-2.4018,0.0017 ,-9502283.3540,79.1875,0.1323 
20120424.0000,734983.0000,9554.6725,9533.1450,9579.3925,9501.7450,1038144496.0000,-74.0701,-40.1778,102.8875,9817.5745,9665.5347,9556.2200,9544.5660,8.6125 ,-238.3250,-2.4018,0.0017 ,-9502283.3540,79.1875,0.1323 
20120425.0000,734984.0000,9554.6725,9533.1450,9579.3925,9501.7450,1038144496.0000,-74.0701,-40.1778,102.8875,9817.5745,9665.5347,9556.2200,9544.5660,8.6125 ,-238.3250,-2.4018,0.0017 ,-9502283.3540,79.1875,0.1323 
20120426.0000,734985.0000,9511.7725,9453.4800,9553.2200,9417.9875,1207196656.0000,-79.4307,-64.0180,147.3925,9725.9988,9610.9038,9509.3000,9535.4605,-147.8650,-41.5925,-0.4376,-0.0111,-36124781.0500,78.9575,0.1323 
20120427.0000,734986.0000,9511.7725,9453.4800,9553.2200,9417.9875,1207196656.0000,-79.4307,-64.0180,147.3925,9725.9988,9610.9038,9509.3000,9535.4605,-147.8650,-41.5925,-0.4376,-0.0111,-36124781.0500,78.9575,0.1323 
20120501.0000,734990.0000,9511.7725,9453.4800,9553.2200,9417.9875,1207196656.0000,-79.4307,-64.0180,147.3925,9725.9988,9610.9038,9509.3000,9535.4605,-147.8650,-41.5925,-0.4376,-0.0111,-36124781.0500,78.9575,0.1323 
20120502.0000,734991.0000,9511.7725,9453.4800,9553.2200,9417.9875,1207196656.0000,-79.4307,-64.0180,147.3925,9725.9988,9610.9038,9509.3000,9535.4605,-147.8650,-41.5925,-0.4376,-0.0111,-36124781.0500,78.9575,0.1323 
20120507.0000,734996.0000,9128.6625,9088.8750,9151.3950,9068.8950,1296497344.0000,-139.3539,-182.2478,152.4600,9585.6011,9477.7645,9264.9370,9395.7693,-417.1200,-481.5525,-5.0278,-0.0473,-58869598.0750,79.9450,0.1323 
20120508.0000,734997.0000,9128.6625,9088.8750,9151.3950,9068.8950,1296497344.0000,-139.3539,-182.2478,152.4600,9585.6011,9477.7645,9264.9370,9395.7693,-417.1200,-481.5525,-5.0278,-0.0473,-58869598.0750,79.9450,0.1323 
20120509.0000,734998.0000,9128.6625,9088.8750,9151.3950,9068.8950,1296497344.0000,-139.3539,-182.2478,152.4600,9585.6011,9477.7645,9264.9370,9395.7693,-417.1200,-481.5525,-5.0278,-0.0473,-58869598.0750,79.9450,0.1323 
20120510.0000,734999.0000,9128.6625,9088.8750,9151.3950,9068.8950,1296497344.0000,-139.3539,-182.2478,152.4600,9585.6011,9477.7645,9264.9370,9395.7693,-417.1200,-481.5525,-5.0278,-0.0473,-58869598.0750,79.9450,0.1323 
20120511.0000,735000.0000,8945.5625,8907.2650,8974.0525,8871.8250,1365951744.0000,-195.7188,-112.8500,117.2450,9421.9189,9310.8077,8999.6815,9173.2887,-358.0575,-625.9975,-6.5630,-0.0622,-53055080.7000,80.8975,0.1323 
20120514.0000,735003.0000,8945.5625,8907.2650,8974.0525,8871.8250,1365951744.0000,-195.7188,-112.8500,117.2450,9421.9189,9310.8077,8999.6815,9173.2887,-358.0575,-625.9975,-6.5630,-0.0622,-53055080.7000,80.8975,0.1323 
20120515.0000,735004.0000,8945.5625,8907.2650,8974.0525,8871.8250,1365951744.0000,-195.7188,-112.8500,117.2450,9421.9189,9310.8077,8999.6815,9173.2887,-358.0575,-625.9975,-6.5630,-0.0622,-53055080.7000,80.8975,0.1323 
20120516.0000,735005.0000,8945.5625,8907.2650,8974.0525,8871.8250,1365951744.0000,-195.7188,-112.8500,117.2450,9421.9189,9310.8077,8999.6815,9173.2887,-358.0575,-625.9975,-6.5630,-0.0622,-53055080.7000,80.8975,0.1323 
20120517.0000,735006.0000,8714.1400,8712.7700,8759.3250,8663.2400,1342473920.0000,-236.6519,-111.3942,145.4925,9283.4154,9134.0294,8807.2625,8930.8980,-282.6950,-702.6400,-7.4653,-0.0510,-59806244.0550,81.3150,0.1323 
20120518.0000,735007.0000,8714.1400,8712.7700,8759.3250,8663.2400,1342473920.0000,-236.6519,-111.3942,145.4925,9283.4154,9134.0294,8807.2625,8930.8980,-282.6950,-702.6400,-7.4653,-0.0510,-59806244.0550,81.3150,0.1323 
20120521.0000,735010.0000,8714.1400,8712.7700,8759.3250,8663.2400,1342473920.0000,-236.6519,-111.3942,145.4925,9283.4154,9134.0294,8807.2625,8930.8980,-282.6950,-702.6400,-7.4653,-0.0510,-59806244.0550,81.3150,0.1323 
20120522.0000,735011.0000,8714.1400,8712.7700,8759.3250,8663.2400,1342473920.0000,-236.6519,-111.3942,145.4925,9283.4154,9134.0294,8807.2625,8930.8980,-282.6950,-702.6400,-7.4653,-0.0510,-59806244.0550,81.3150,0.1323 
20120523.0000,735012.0000,8618.7425,8573.3800,8638.5875,8538.7750,1218855888.0000,-258.0773,-100.5823,103.3500,9142.2595,8959.8873,8629.4255,8743.0055,-224.0725,-515.4950,-5.6657,-0.0431,-78427241.6950,82.2275,0.1323 
20120524.0000,735013.0000,8618.7425,8573.3800,8638.5875,8538.7750,1218855888.0000,-258.0773,-100.5823,103.3500,9142.2595,8959.8873,8629.4255,8743.0055,-224.0725,-515.4950,-5.6657,-0.0431,-78427241.6950,82.2275,0.1323 
20120525.0000,735014.0000,8618.7425,8573.3800,8638.5875,8538.7750,1218855888.0000,-258.0773,-100.5823,103.3500,9142.2595,8959.8873,8629.4255,8743.0055,-224.0725,-515.4950,-5.6657,-0.0431,-78427241.6950,82.2275,0.1323 
20120528.0000,735017.0000,8618.7425,8573.3800,8638.5875,8538.7750,1218855888.0000,-258.0773,-100.5823,103.3500,9142.2595,8959.8873,8629.4255,8743.0055,-224.0725,-515.4950,-5.6657,-0.0431,-78427241.6950,82.2275,0.1323 
20120529.0000,735018.0000,8542.1650,8568.3125,8585.9900,8490.9450,1341711936.0000,-234.9677,-87.5026,131.5750,8993.0743,8839.8425,8592.5365,8626.7170,-52.4775,-338.9525,-3.8069,-0.0185,-70136222.2625,82.8800,0.1323 
20120530.0000,735019.0000,8542.1650,8568.3125,8585.9900,8490.9450,1341711936.0000,-234.9677,-87.5026,131.5750,8993.0743,8839.8425,8592.5365,8626.7170,-52.4775,-338.9525,-3.8069,-0.0185,-70136222.2625,82.8800,0.1323 
20120531.0000,735020.0000,8542.1650,8568.3125,8585.9900,8490.9450,1341711936.0000,-234.9677,-87.5026,131.5750,8993.0743,8839.8425,8592.5365,8626.7170,-52.4775,-338.9525,-3.8069,-0.0185,-70136222.2625,82.8800,0.1323 
20120601.0000,735021.0000,8542.1650,8568.3125,8585.9900,8490.9450,1341711936.0000,-234.9677,-87.5026,131.5750,8993.0743,8839.8425,8592.5365,8626.7170,-52.4775,-338.9525,-3.8069,-0.0185,-70136222.2625,82.8800,0.1323 
20120604.0000,735024.0000,8419.3200,8462.7200,8472.0700,8389.5200,1378112064.0000,-229.9449,-86.8654,143.7650,8825.1642,8708.4972,8467.3975,8533.8773,-153.2325,-250.0500,-2.8491,-0.0167,-37045076.1300,82.4475,0.1323 
20120605.0000,735025.0000,8419.3200,8462.7200,8472.0700,8389.5200,1378112064.0000,-229.9449,-86.8654,143.7650,8825.1642,8708.4972,8467.3975,8533.8773,-153.2325,-250.0500,-2.8491,-0.0167,-37045076.1300,82.4475,0.1323 
20120606.0000,735026.0000,8419.3200,8462.7200,8472.0700,8389.5200,1378112064.0000,-229.9449,-86.8654,143.7650,8825.1642,8708.4972,8467.3975,8533.8773,-153.2325,-250.0500,-2.8491,-0.0167,-37045076.1300,82.4475,0.1323 
20120607.0000,735027.0000,8419.3200,8462.7200,8472.0700,8389.5200,1378112064.0000,-229.9449,-86.8654,143.7650,8825.1642,8708.4972,8467.3975,8533.8773,-153.2325,-250.0500,-2.8491,-0.0167,-37045076.1300,82.4475,0.1323 
20120608.0000,735028.0000,8564.5675,8552.1800,8617.3725,8507.1050,1266327472.0000,-174.0276,24.4392,167.6575,8695.6394,8655.5695,8529.6060,8512.8835,137.0275,-21.2000,-0.2475,-0.0063,-13392191.7885,82.4475,0.1323 
20120611.0000,735031.0000,8564.5675,8552.1800,8617.3725,8507.1050,1266327472.0000,-174.0276,24.4392,167.6575,8695.6394,8655.5695,8529.6060,8512.8835,137.0275,-21.2000,-0.2475,-0.0063,-13392191.7885,82.4475,0.1323 
20120612.0000,735032.0000,8564.5675,8552.1800,8617.3725,8507.1050,1266327472.0000,-174.0276,24.4392,167.6575,8695.6394,8655.5695,8529.6060,8512.8835,137.0275,-21.2000,-0.2475,-0.0063,-13392191.7885,82.4475,0.1323 
20120613.0000,735033.0000,8564.5675,8552.1800,8617.3725,8507.1050,1266327472.0000,-174.0276,24.4392,167.6575,8695.6394,8655.5695,8529.6060,8512.8835,137.0275,-21.2000,-0.2475,-0.0063,-13392191.7885,82.4475,0.1323 
20120614.0000,735034.0000,8639.0500,8628.7750,8674.1950,8603.9725,1043365856.0000,-118.6427,82.2837,107.8050,8621.5063,8636.8769,8587.6005,8544.6705,64.4225,60.4625,0.7208 ,0.0250 ,11633284.2928,81.6950,0.1324 
20120615.0000,735035.0000,8639.0500,8628.7750,8674.1950,8603.9725,1043365856.0000,-118.6427,82.2837,107.8050,8621.5063,8636.8769,8587.6005,8544.6705,64.4225,60.4625,0.7208 ,0.0250 ,11633284.2928,81.6950,0.1324 
20120618.0000,735038.0000,8639.0500,8628.7750,8674.1950,8603.9725,1043365856.0000,-118.6427,82.2837,107.8050,8621.5063,8636.8769,8587.6005,8544.6705,64.4225,60.4625,0.7208 ,0.0250 ,11633284.2928,81.6950,0.1324 
20120619.0000,735039.0000,8639.0500,8628.7750,8674.1950,8603.9725,1043365856.0000,-118.6427,82.2837,107.8050,8621.5063,8636.8769,8587.6005,8544.6705,64.4225,60.4625,0.7208 ,0.0250 ,11633284.2928,81.6950,0.1324 
20120620.0000,735040.0000,8776.1150,8777.3375,8824.4050,8740.0675,1131779232.0000,-50.0067,119.3983,107.8125,8598.2659,8671.2322,8715.3420,8645.1088,207.0150,379.0475,4.5257 ,0.0241 ,17583845.2818,82.0925,0.1325 
20120621.0000,735041.0000,8776.1150,8777.3375,8824.4050,8740.0675,1131779232.0000,-50.0067,119.3983,107.8125,8598.2659,8671.2322,8715.3420,8645.1088,207.0150,379.0475,4.5257 ,0.0241 ,17583845.2818,82.0925,0.1325 
